Epoch,Global_Step,Loss,LR,Fourier_Gate_Avg
0,0,1.954350471496582,0.0,0.10000000149011612
0,5,1.8736680746078491,2.666666666666667e-06,0.09999997168779373
1,5,1.924119234085083,2.666666666666667e-06,0.09999997168779373
1,10,1.9287457466125488,5.333333333333334e-06,0.09999988228082657
2,10,1.959923505783081,5.333333333333334e-06,0.09999988228082657
2,15,2.0347471237182617,8.000000000000001e-06,0.09999988559219572
3,15,1.837685465812683,8.000000000000001e-06,0.09999988559219572
3,20,1.9732767343521118,1.0666666666666667e-05,0.100007979820172
4,20,1.9126381874084473,1.0666666666666667e-05,0.100007979820172
4,25,1.9032901525497437,1.3333333333333333e-05,0.10004935165246327
5,25,1.747694730758667,1.3333333333333333e-05,0.10004935165246327
5,30,1.8740246295928955,1.6000000000000003e-05,0.1001196482943164
6,30,1.8052716255187988,1.6000000000000003e-05,0.1001196482943164
6,35,1.825476050376892,1.866666666666667e-05,0.1002182447248035
7,35,2.0196375846862793,1.866666666666667e-05,0.1002182447248035
7,40,1.8048474788665771,2.1333333333333335e-05,0.10034741461277008
8,40,1.607475996017456,2.1333333333333335e-05,0.10034741461277008
8,45,1.6756690740585327,2.4e-05,0.10050674859020445
9,45,1.683042049407959,2.4e-05,0.10050674859020445
9,50,1.7931627035140991,2.6666666666666667e-05,0.10067173714439075
10,50,1.7630541324615479,2.6666666666666667e-05,0.10067173714439075
10,55,1.5378787517547607,2.9333333333333336e-05,0.10079448421796162
11,55,1.5950970649719238,2.9333333333333336e-05,0.10079448421796162
11,60,1.631312370300293,3.2000000000000005e-05,0.10093020151058833
12,60,1.6197805404663086,3.2000000000000005e-05,0.10093020151058833
12,65,1.488433837890625,3.466666666666667e-05,0.1010655090212822
13,65,1.498183250427246,3.466666666666667e-05,0.1010655090212822
13,70,1.6757065057754517,3.733333333333334e-05,0.10120199993252754
14,70,1.5200257301330566,3.733333333333334e-05,0.10120199993252754
14,75,1.5057600736618042,4e-05,0.10143197452028592
15,75,1.4083354473114014,4e-05,0.10143197452028592
15,80,1.3835229873657227,4.266666666666667e-05,0.10157540895872647
16,80,1.4190406799316406,4.266666666666667e-05,0.10157540895872647
16,85,1.4274730682373047,4.5333333333333335e-05,0.10181066145499547
17,85,1.4718337059020996,4.5333333333333335e-05,0.10181066145499547
17,90,1.4984077215194702,4.8e-05,0.10195782159765561
18,90,1.396212100982666,4.8e-05,0.10195782159765561
18,95,1.3989667892456055,5.0666666666666674e-05,0.10211567870444721
19,95,1.4479405879974365,5.0666666666666674e-05,0.10211567870444721
19,100,1.3972009420394897,5.333333333333333e-05,0.10230739911397298
20,100,1.358905553817749,5.333333333333333e-05,0.10230739911397298
20,105,1.3642795085906982,5.6000000000000006e-05,0.10240892072518666
21,105,1.3719266653060913,5.6000000000000006e-05,0.10240892072518666
21,110,1.3490159511566162,5.866666666666667e-05,0.10256885488828023
22,110,1.343481421470642,5.866666666666667e-05,0.10256885488828023
22,115,1.3665612936019897,6.133333333333334e-05,0.1027866585387124
23,115,1.303654670715332,6.133333333333334e-05,0.1027866585387124
23,120,1.360081672668457,6.400000000000001e-05,0.10300102871325281
24,120,1.3273946046829224,6.400000000000001e-05,0.10300102871325281
24,125,1.2891318798065186,6.666666666666667e-05,0.10330943307942814
25,125,1.2702282667160034,6.666666666666667e-05,0.10330943307942814
25,130,1.320576548576355,6.933333333333334e-05,0.10374649117390315
26,130,1.283677339553833,6.933333333333334e-05,0.10374649117390315
26,135,1.2955217361450195,7.2e-05,0.1041855596833759
27,135,1.272650957107544,7.2e-05,0.1041855596833759
27,140,1.2871646881103516,7.466666666666667e-05,0.10469609705938233
28,140,1.2279808521270752,7.466666666666667e-05,0.10469609705938233
28,145,1.2000941038131714,7.733333333333333e-05,0.10516035101479954
29,145,1.1543759107589722,7.733333333333333e-05,0.10516035101479954
29,150,1.1841135025024414,8e-05,0.10565553315811688
30,150,1.1742005348205566,8e-05,0.10565553315811688
30,155,1.162675142288208,8.266666666666667e-05,0.10615355645616849
31,155,1.1771903038024902,8.266666666666667e-05,0.10615355645616849
31,160,1.1592403650283813,8.533333333333334e-05,0.10665623885062006
32,160,1.1215742826461792,8.533333333333334e-05,0.10665623885062006
32,165,1.2125535011291504,8.800000000000001e-05,0.1071631552444564
33,165,1.0878342390060425,8.800000000000001e-05,0.1071631552444564
33,170,1.066993236541748,9.066666666666667e-05,0.10764136537909508
34,170,1.1192706823349,9.066666666666667e-05,0.10764136537909508
34,175,1.062875747680664,9.333333333333334e-05,0.10813079815771845
35,175,1.108124852180481,9.333333333333334e-05,0.10813079815771845
35,180,1.048543930053711,9.6e-05,0.10855818332897292
36,180,1.065565824508667,9.6e-05,0.10855818332897292
36,185,1.0059462785720825,9.866666666666668e-05,0.10904150456190109
37,185,1.039083480834961,9.866666666666668e-05,0.10904150456190109
37,190,1.0500839948654175,0.00010133333333333335,0.10962789671288596
38,190,1.0113706588745117,0.00010133333333333335,0.10962789671288596
38,195,1.017095923423767,0.00010400000000000001,0.11017721891403198
39,195,0.9435547590255737,0.00010400000000000001,0.11017721891403198
39,200,0.9505974054336548,0.00010666666666666667,0.11075217773516972
40,200,0.9275156855583191,0.00010666666666666667,0.11075217773516972
40,205,0.9801701903343201,0.00010933333333333333,0.11116564149657886
41,205,0.9632974863052368,0.00010933333333333333,0.11116564149657886
41,210,0.9278311133384705,0.00011200000000000001,0.11165980953309271
42,210,1.0178020000457764,0.00011200000000000001,0.11165980953309271
42,215,0.9845680594444275,0.00011466666666666667,0.1121673629515701
43,215,0.9513282775878906,0.00011466666666666667,0.1121673629515701
43,220,1.1035935878753662,0.00011733333333333334,0.11266743764281273
44,220,0.978857696056366,0.00011733333333333334,0.11266743764281273
44,225,0.9166054725646973,0.00012,0.1133120564950837
45,225,1.0375189781188965,0.00012,0.1133120564950837
45,230,0.8917443752288818,0.00012266666666666668,0.11398029989666408
46,230,0.8492493033409119,0.00012266666666666668,0.11398029989666408
46,235,0.8699023723602295,0.00012533333333333334,0.11449327319860458
47,235,0.9038206338882446,0.00012533333333333334,0.11449327319860458
47,240,1.0290573835372925,0.00012800000000000002,0.11507169074482387
48,240,0.8770124316215515,0.00012800000000000002,0.11507169074482387
48,245,0.9718300700187683,0.00013066666666666668,0.11557736371954282
49,245,0.8371378779411316,0.00013066666666666668,0.11557736371954282
49,250,0.8762694597244263,0.00013333333333333334,0.1160245682630274
50,250,0.8538713455200195,0.00013333333333333334,0.1160245682630274
50,255,0.7998110055923462,0.00013600000000000003,0.11637289449572563
51,255,0.9362452030181885,0.00013600000000000003,0.11637289449572563
51,260,0.8945905566215515,0.00013866666666666669,0.116720842404498
52,260,0.9492173194885254,0.00013866666666666669,0.116720842404498
52,265,0.8788528442382812,0.00014133333333333334,0.1171279429561562
53,265,0.8312853574752808,0.00014133333333333334,0.1171279429561562
53,270,0.7433433532714844,0.000144,0.1175992629594273
54,270,0.7959485054016113,0.000144,0.1175992629594273
54,275,0.7704741358757019,0.00014666666666666666,0.11800340728627311
55,275,0.8151611685752869,0.00014666666666666666,0.11800340728627311
55,280,0.828115701675415,0.00014933333333333335,0.11827268699804942
56,280,0.7490617036819458,0.00014933333333333335,0.11827268699804942
56,285,0.7095584869384766,0.000152,0.11865987131992976
57,285,0.7321798205375671,0.000152,0.11865987131992976
57,290,0.7851960062980652,0.00015466666666666667,0.11907652392983437
58,290,0.7362798452377319,0.00015466666666666667,0.11907652392983437
58,295,0.6869853734970093,0.00015733333333333333,0.11947762841979663
59,295,0.7735700607299805,0.00015733333333333333,0.11947762841979663
59,300,0.8311163187026978,0.00016,0.11983264568779203
60,300,0.7791765928268433,0.00016,0.11983264568779203
60,305,0.7475447654724121,0.00016266666666666667,0.120141109244691
61,305,0.713707447052002,0.00016266666666666667,0.120141109244691
61,310,0.6673397421836853,0.00016533333333333333,0.12047925591468811
62,310,0.70427006483078,0.00016533333333333333,0.12047925591468811
62,315,0.8813003897666931,0.000168,0.1208327089746793
63,315,0.8556571006774902,0.000168,0.1208327089746793
63,320,0.6885329484939575,0.00017066666666666668,0.12117032789521748
64,320,0.7285245656967163,0.00017066666666666668,0.12117032789521748
64,325,0.8602662086486816,0.00017333333333333334,0.12159103858802053
65,325,0.8002790212631226,0.00017333333333333334,0.12159103858802053
65,330,0.7331901788711548,0.00017600000000000002,0.1219794245229827
66,330,0.945942223072052,0.00017600000000000002,0.1219794245229827
66,335,0.6247367858886719,0.00017866666666666668,0.12232660005489986
67,335,0.658225953578949,0.00017866666666666668,0.12232660005489986
67,340,0.8039589524269104,0.00018133333333333334,0.12291913272606002
68,340,0.7671946287155151,0.00018133333333333334,0.12291913272606002
